0,0
200,-159.675
400,-159.3375
600,-159.225
800,-159.16875
1000,-159.135
1200,-159.1125
1400,-159.09642857142856
1600,-159.084375
1800,-159.075
2000,-159.0675
2200,-159.06136363636364
2400,-159.05625
2600,-159.0519230769231
2800,-159.0482142857143
3000,-159.045
3200,-159.0421875
3400,-159.03970588235293
3600,-159.0375
3800,-159.03552631578947
4000,-159.03375
4200,-159.03214285714284
4400,-159.03068181818182
4600,-159.02934782608696
4800,-159.028125
5000,-159.027
5200,-159.02596153846153
5400,-159.025
5600,-159.02410714285713
5800,-159.02327586206897
6000,-159.0225
6200,-159.0217741935484
6400,-159.02109375
6600,-159.02045454545456
6800,-159.01985294117648
7000,-159.0192857142857
7200,-159.01875
7400,-159.01824324324323
7600,-159.01776315789473
7800,-159.0173076923077
8000,-159.016875
8200,-159.01646341463416
8400,-159.01607142857142
8600,-159.01569767441862
8800,-159.0153409090909
9000,-159.015
9200,-159.01467391304348
9400,-159.01436170212767
9600,-159.0140625
9800,-159.01377551020408
10000,-159.0135
10200,-159.01323529411764
10400,-159.01298076923078
10600,-159.0127358490566
10800,-159.0125
11000,-159.01227272727272
11200,-159.01205357142857
11400,-159.01184210526316
11600,-159.01163793103447
11800,-159.0114406779661
12000,-159.01125
12200,-159.01106557377048
0,0
200,-166.3
400,-169.15
600,-170.1
800,-170.575
1000,-170.86
1200,-171.05
1400,-171.18571428571428
1600,-171.2875
1800,-171.36666666666667
2000,-171.43
2200,-171.48181818181817
2400,-171.525
2600,-171.56153846153848
2800,-171.59285714285716
3000,-171.62
3200,-171.64375
3400,-171.66470588235293
3600,-171.68333333333334
3800,-171.7
4000,-171.715
4200,-171.72857142857143
4400,-171.7409090909091
4600,-171.7521739130435
4800,-171.7625
5000,-171.772
5200,-171.78076923076924
5400,-171.7888888888889
5600,-171.79642857142858
5800,-171.80344827586208
6000,-171.81
6200,-171.81612903225806
6400,-171.821875
6600,-171.8272727272727
6800,-171.83235294117648
7000,-171.83714285714285
7200,-171.84166666666667
7400,-171.84594594594594
7600,-171.85
7800,-171.85384615384615
8000,-171.8575
8200,-171.8609756097561
8400,-171.86428571428573
8600,-171.8674418604651
8800,-171.87045454545455
9000,-171.87333333333333
9200,-171.87608695652173
9400,-171.8787234042553
9600,-171.88125
9800,-171.88367346938776
10000,-171.886
10200,-171.88823529411764
10400,-171.89038461538462
10600,-171.8924528301887
10800,-171.89444444444445
11000,-171.89636363636365
11200,-171.8982142857143
11400,-171.9
11600,-171.90172413793104
11800,-171.90338983050847
12000,-171.905
12200,-171.90655737704918
12400,-171.90806451612903
12600,-171.90952380952382
12800,-171.9109375
13000,-171.9123076923077
13200,-171.91363636363636
13400,-171.91492537313434
13600,-171.91617647058823
0,0
200,-150.15
400,-148.575
600,-148.05
800,-147.7875
1000,-147.63
1200,-147.525
1400,-147.45
1600,-147.39375
1800,-147.35
2000,-147.315
2200,-147.28636363636363
2400,-147.2625
2600,-147.2423076923077
2800,-147.225
3000,-147.21
3200,-147.196875
3400,-147.18529411764706
3600,-147.175
3800,-147.1657894736842
4000,-147.1575
4200,-147.15
4400,-147.14318181818183
4600,-147.13695652173914
4800,-147.13125
5000,-147.126
5200,-147.12115384615385
5400,-147.11666666666667
5600,-147.1125
5800,-147.10862068965517
6000,-147.105
6200,-147.1016129032258
6400,-147.0984375
6600,-147.09545454545454
6800,-147.09264705882353
7000,-147.09
7200,-147.0875
7400,-147.08513513513515
7600,-147.0828947368421
7800,-147.08076923076922
8000,-147.07875
8200,-147.07682926829267
8400,-147.075
8600,-147.0732558139535
8800,-147.0715909090909
9000,-147.07
9200,-147.06847826086957
9400,-147.06702127659574
9600,-147.065625
9800,-147.06428571428572
10000,-147.063
10200,-147.06176470588235
10400,-147.06057692307692
10600,-147.05943396226414
10800,-147.05833333333334
11000,-147.05727272727273
11200,-147.05625
11400,-147.05526315789473
11600,-147.0543103448276
11800,-147.05338983050848
12000,-147.0525
12200,-147.0516393442623
12400,-147.0508064516129
12600,-147.05
12800,-147.04921875
13000,-147.04846153846154
13200,-147.0477272727273
13400,-147.04701492537313
13600,-147.04632352941175
13800,-147.04565217391306
14000,-147.045
14200,-147.0443661971831
14400,-147.04375
14600,-147.0431506849315
14800,-147.04256756756757
15000,-147.042
15200,-147.04144736842105
15400,-147.04090909090908
15600,-147.04038461538462
15800,-147.0398734177215
16000,-147.039375
16200,-147.0388888888889
16400,-147.03841463414633
16600,-147.03795180722892
16800,-147.0375
17000,-147.0370588235294
17200,-147.03662790697675
17400,-147.03620689655173
17600,-147.03579545454545
17800,-147.03539325842698
18000,-147.035
18200,-147.0346153846154
18400,-147.03423913043477
18600,-147.03387096774193
18800,-147.03351063829788
19000,-147.03315789473683
19200,-147.0328125
19400,-147.0324742268041
19600,-147.03214285714284
19800,-147.03181818181818
20000,-147.0315
20200,-147.03118811881188
20400,-147.03088235294118
20600,-147.03058252427184
20800,-147.03028846153848
21000,-147.03
21200,-147.02971698113208
21400,-147.02943925233646
21600,-147.02916666666667
21800,-147.0288990825688
22000,-147.02863636363637
22200,-147.0283783783784
22400,-147.028125
22600,-147.0278761061947
22800,-147.02763157894736
23000,-147.02739130434782
23200,-147.02715517241379
23400,-147.02692307692308
23600,-147.02669491525424
23800,-147.0264705882353
24000,-147.02625
24200,-147.02603305785124
24400,-147.02581967213115
24600,-147.02560975609757
24800,-147.02540322580646
25000,-147.0252
25200,-147.025
25400,-147.0248031496063
25600,-147.024609375
25800,-147.02441860465117
26000,-147.02423076923077
26200,-147.0240458015267
26400,-147.02386363636364
26600,-147.0236842105263
26800,-147.02350746268658
27000,-147.02333333333334
27200,-147.0231617647059
27400,-147.02299270072993
27600,-147.0228260869565
27800,-147.02266187050358
28000,-147.0225
28200,-147.02234042553192
28400,-147.02218309859154
28600,-147.02202797202798
28800,-147.021875
29000,-147.02172413793105
29200,-147.02157534246575
29400,-147.02142857142857
29600,-147.0212837837838
29800,-147.0211409395973
30000,-147.021
30200,-147.0208609271523
30400,-147.02072368421054
30600,-147.02058823529413
30800,-147.02045454545456
31000,-147.02032258064517
31200,-147.0201923076923
31400,-147.02006369426752
31600,-147.01993670886077
31800,-147.0198113207547
32000,-147.0196875
32200,-147.01956521739132
32400,-147.01944444444445
32600,-147.01932515337424
32800,-147.01920731707318
33000,-147.01909090909092
33200,-147.01897590361446
33400,-147.0188622754491
33600,-147.01875
33800,-147.01863905325445
34000,-147.01852941176472
34200,-147.01842105263157
34400,-147.01831395348836
34600,-147.01820809248554
34800,-147.01810344827587
35000,-147.018
35200,-147.01789772727273
35400,-147.01779661016948
35600,-147.01769662921348
35800,-147.01759776536312
36000,-147.0175
